source_center,destination_center,trip_count,median_delay_ratio,mean_delay_ratio,p90_delay_ratio,pct_delayed,median_actual_time,median_osrm_time,median_distance_km,median_delay_min,ftl_share,is_chronic,corridor_id,delayed_trips,sla_contribution_pct,intervention
IND414203AAB,IND414302AAB,4,1.791866028708134,1.7923145933014355,2.131578947368421,1.0,35.0,19.0,27.28985,13.5,1.0,1,IND414203AAB__IND414302AAB,4,0.0033483731092155,monitor
IND516360AAB,IND516001AAA,4,1.5978260869565215,1.557029926595144,1.708695652173913,1.0,34.5,22.0,26.760350000000003,13.0,1.0,1,IND516360AAB__IND516001AAA,4,0.0033483731092155,monitor
IND515801AAA,IND515761AAA,4,1.7692307692307692,1.9074725274725275,2.4000000000000004,1.0,39.0,25.5,29.3084,13.5,1.0,1,IND515801AAA__IND515761AAA,4,0.0033483731092155,monitor
IND423109AAA,IND423701AAB,4,2.7857142857142856,2.7261904761904763,3.276190476190476,1.0,18.5,6.5,9.99675,12.0,0.0,1,IND423109AAA__IND423701AAB,4,0.0033483731092155,route_type_shift
IND732138AAA,IND733102AAA,4,1.6714285714285717,1.902106227106227,2.5395238095238097,1.0,50.5,30.5,34.8404,20.5,1.0,1,IND732138AAA__IND733102AAA,4,0.0033483731092155,monitor
IND732103AAB,IND732123AAC,5,1.8,3.2800396825396825,6.958928571428572,0.8,31.0,16.0,13.375,16.0,0.0,1,IND732103AAB__IND732123AAC,4,0.0033483731092155,route_type_shift
IND732103AAA,IND732138AAA,4,3.34,3.409510489510489,4.62909090909091,1.0,54.5,18.0,20.2359,33.0,1.0,1,IND732103AAA__IND732138AAA,4,0.0033483731092155,facility_upgrade
IND600044AAD,IND603203AAA,4,3.9444444444444446,3.9246031746031744,4.533333333333333,1.0,30.5,8.0,9.40985,23.0,0.0,1,IND600044AAD__IND603203AAA,4,0.0033483731092155,facility_upgrade
IND283122AAB,IND282005AAA,4,4.233333333333333,4.243560606060606,6.553636363636364,1.0,60.0,13.5,15.610599999999998,46.5,0.0,1,IND283122AAB__IND282005AAA,4,0.0033483731092155,facility_upgrade
IND768004AAD,IND768028AAA,4,2.857142857142857,2.6666666666666665,3.4,1.0,49.0,18.0,24.9595,31.5,1.0,1,IND768004AAD__IND768028AAA,4,0.0033483731092155,monitor
IND521165AAA,IND521225AAB,4,5.807692307692308,5.842482517482518,9.094615384615386,1.0,139.0,24.0,31.10825,115.0,1.0,1,IND521165AAA__IND521225AAB,4,0.0033483731092155,facility_upgrade
IND521105AAA,IND534001AAA,4,1.941176470588235,1.929738562091503,2.0588235294117645,1.0,33.5,17.0,18.16985,16.0,1.0,1,IND521105AAA__IND534001AAA,4,0.0033483731092155,monitor
IND531116AAA,IND531001AAA,5,1.75,1.631818181818182,1.963636363636364,0.8,14.0,9.0,10.4976,6.0,0.0,1,IND531116AAA__IND531001AAA,4,0.0033483731092155,route_type_shift
IND144001AAB,IND144601AAA,4,3.53125,3.4878472222222223,3.90625,1.0,53.0,16.0,19.32035,36.0,1.0,1,IND144001AAB__IND144601AAA,4,0.0033483731092155,facility_upgrade
IND600016AAC,IND600056AAB,4,1.875,2.0972222222222223,2.6222222222222222,1.0,17.5,8.5,9.3161,7.5,0.0,1,IND600016AAC__IND600056AAB,4,0.0033483731092155,route_type_shift
IND403726AAB,IND403002AAA,8,1.1875,1.3404761904761906,1.9866666666666664,0.5,12.0,11.5,9.3314,1.5,0.0,0,IND403726AAB__IND403002AAA,4,0.0033483731092155,monitor
IND411017AAA,IND412105AAC,4,2.5642857142857145,2.5177197802197804,3.5446153846153847,1.0,21.5,9.0,8.73625,12.0,0.0,1,IND411017AAA__IND412105AAC,4,0.0033483731092155,route_type_shift
IND410505AAB,IND411033AAA,4,1.652941176470588,1.9726244343891404,2.751764705882353,1.0,23.5,14.0,10.60185,9.0,0.0,1,IND410505AAB__IND411033AAA,4,0.0033483731092155,route_type_shift
IND523002AAA,IND523316AAB,4,2.428571428571429,2.2698412698412698,2.531746031746032,1.0,48.0,19.5,23.7641,28.5,1.0,1,IND523002AAA__IND523316AAB,4,0.0033483731092155,monitor
IND425406AAA,IND425405AAA,4,1.9484126984126984,1.956024531024531,2.125714285714286,1.0,39.5,20.5,20.7417,18.5,1.0,1,IND425406AAA__IND425405AAA,4,0.0033483731092155,monitor
IND110095AAB,IND000000ACB,7,1.3,1.2576030412164865,1.5676470588235294,0.5714285714285714,12.0,12.0,10.0457,3.0,0.0,1,IND110095AAB__IND000000ACB,4,0.0033483731092155,monitor
IND721501AAC,IND721306AAA,4,1.791925465838509,2.155221992178514,2.894202898550725,1.0,44.5,25.0,28.1948,20.0,1.0,1,IND721501AAC__IND721306AAA,4,0.0033483731092155,monitor
IND721434AAB,IND721401AAA,4,2.488095238095238,2.461309523809524,2.867857142857143,1.0,61.5,24.5,24.84935,37.0,1.0,1,IND721434AAB__IND721401AAA,4,0.0033483731092155,monitor
IND636705AAB,IND635001AAA,11,1.181818181818182,2.0744180939833115,4.75,0.4545454545454545,25.0,22.0,24.2673,4.0,1.0,0,IND636705AAB__IND635001AAA,4,0.0033483731092155,monitor
IND784110AAA,IND784001AAA,4,2.975,3.3375000000000004,4.680000000000001,1.0,32.5,12.5,17.852800000000002,20.5,1.0,1,IND784110AAA__IND784001AAA,4,0.0033483731092155,monitor
IND784001AAA,IND790114AAA,4,3.2857142857142856,4.0,6.4,1.0,35.0,7.0,10.35705,22.5,0.0,1,IND784001AAA__IND790114AAA,4,0.0033483731092155,facility_upgrade
IND784001AAA,IND784168AAB,4,2.157738095238096,2.109936299081036,2.2413533834586468,1.0,44.5,20.0,28.749,24.5,1.0,1,IND784001AAA__IND784168AAB,4,0.0033483731092155,monitor
IND783129AAA,IND794101AAA,4,1.975146198830409,2.0809525460555207,2.5644927536231883,1.0,50.5,21.0,30.10525,22.5,1.0,1,IND783129AAA__IND794101AAA,4,0.0033483731092155,monitor
IND532222AAA,IND532001AAB,4,1.5198711063372716,1.5327616401251576,1.6794736842105262,1.0,49.0,33.0,32.0611,16.0,1.0,1,IND532222AAA__IND532001AAB,4,0.0033483731092155,monitor
IND400072AAB,IND400011AAA,4,3.6875,3.649305555555556,4.734722222222223,1.0,29.5,8.5,10.66825,21.5,0.0,1,IND400072AAB__IND400011AAA,4,0.0033483731092155,facility_upgrade
IND400064AAB,IND400072AAB,4,3.083916083916084,3.0483682983682985,3.2606060606060607,1.0,37.5,12.5,12.6353,25.0,0.0,1,IND400064AAB__IND400072AAB,4,0.0033483731092155,facility_upgrade
IND786001AAB,IND786125AAA,4,2.3095238095238093,2.3422619047619047,2.975,1.0,15.0,6.5,10.22145,8.5,0.0,1,IND786001AAB__IND786125AAA,4,0.0033483731092155,route_type_shift
IND600004AAA,IND600008AAC,4,5.6,4.8106837606837605,6.017692307692308,1.0,67.0,11.5,11.4218,55.0,0.0,1,IND600004AAA__IND600008AAC,4,0.0033483731092155,facility_upgrade
IND591237AAB,IND591201AAA,5,1.5,2.1774891774891776,3.854545454545456,0.8,27.0,22.0,23.8383,11.0,1.0,1,IND591237AAB__IND591201AAA,4,0.0033483731092155,monitor
IND251201AAA,IND131028AAB,4,2.4342751842751844,5.821033696033696,13.022727272727275,1.0,64.5,25.0,28.911250000000003,35.0,1.0,1,IND251201AAA__IND131028AAB,4,0.0033483731092155,monitor
IND721139AAC,IND721602AAB,12,1.075046904315197,1.6391355088664987,2.311111111111112,0.3333333333333333,24.0,21.5,22.4069,2.0,0.0,0,IND721139AAC__IND721602AAB,4,0.0033483731092155,monitor
IND721134AAB,IND712310AAE,4,1.55,1.9851351351351352,2.9583783783783786,1.0,10.5,7.5,7.491499999999999,3.0,0.0,1,IND721134AAB__IND712310AAE,4,0.0033483731092155,route_type_shift
IND721133AAA,IND721434AAB,4,2.935483870967742,2.9214132641552,3.430205278592376,1.0,81.0,28.5,28.6685,54.5,1.0,1,IND721133AAA__IND721434AAB,4,0.0033483731092155,monitor
IND443301AAA,IND443201AAA,4,2.7672064777327936,2.744714349977508,3.069298245614035,1.0,39.5,15.5,22.5276,24.5,1.0,1,IND443301AAA__IND443201AAA,4,0.0033483731092155,monitor
IND505001AAB,IND504251AAA,4,1.7803030303030305,2.3953598484848486,3.9494318181818175,1.0,42.5,20.0,25.0349,18.0,1.0,1,IND505001AAB__IND504251AAA,4,0.0033483731092155,monitor
IND201001AAC,IND000000ACB,9,1.1071428571428572,1.100878168265155,2.232967032967033,0.4444444444444444,12.0,28.0,42.1248,3.0,0.0,0,IND201001AAC__IND000000ACB,4,0.0033483731092155,monitor
IND396191AAC,IND395023AAA,4,2.101010101010101,2.198796975970889,2.398550724637681,1.0,48.0,20.5,27.63125,25.0,1.0,1,IND396191AAC__IND395023AAA,4,0.0033483731092155,monitor
IND396105AAA,IND396191AAC,4,1.7857142857142856,1.9449404761904765,2.6125000000000003,1.0,9.5,6.5,8.00515,3.0,0.0,1,IND396105AAA__IND396191AAC,4,0.0033483731092155,route_type_shift
IND788026AAC,IND799250AAA,4,4.23792270531401,4.336104209799862,5.116666666666667,1.0,82.5,20.5,29.95845,61.5,1.0,1,IND788026AAC__IND799250AAA,4,0.0033483731092155,facility_upgrade
IND787059AAB,IND791102AAA,4,2.1869565217391305,3.2243606138107417,5.350000000000001,1.0,47.0,18.5,26.855,25.5,1.0,1,IND787059AAB__IND791102AAA,4,0.0033483731092155,monitor
IND560027AAA,IND560099AAA,7,1.5,1.878785103785104,2.9692307692307693,0.5714285714285714,24.0,16.0,14.2406,4.0,0.0,1,IND560027AAA__IND560099AAA,4,0.0033483731092155,monitor
IND535501AAB,IND532001AAB,4,1.833793103448276,3.2864617691154425,6.152000000000001,1.0,40.0,24.0,26.5156,21.0,1.0,1,IND535501AAB__IND532001AAB,4,0.0033483731092155,monitor
IND533401AAA,IND533308AAB,4,2.2746753246753246,2.439356295878035,3.355714285714286,1.0,46.0,22.5,32.5779,28.0,1.0,1,IND533401AAA__IND533308AAB,4,0.0033483731092155,monitor
IND504296AAA,IND505001AAB,5,1.9285714285714288,1.6753200204813108,2.111111111111111,0.8,38.0,28.0,26.3864,20.0,1.0,1,IND504296AAA__IND505001AAB,4,0.0033483731092155,monitor
IND504293AAA,IND504208AAB,6,1.3392857142857144,1.396933621933622,1.818181818181818,0.6666666666666666,27.0,20.5,22.43375,7.5,1.0,1,IND504293AAA__IND504208AAB,4,0.0033483731092155,monitor
IND504201AAA,IND505001AAB,4,1.9411764705882355,2.17296918767507,2.7,1.0,35.0,17.5,25.396300000000004,16.0,1.0,1,IND504201AAA__IND505001AAB,4,0.0033483731092155,monitor
IND241124AAB,IND242001AAA,4,2.1856617647058822,2.1947916666666667,2.4204166666666667,1.0,36.0,16.5,23.75915,19.5,1.0,1,IND241124AAB__IND242001AAA,4,0.0033483731092155,monitor
IND803213AAA,IND803212AAB,4,2.5384615384615383,2.7650800668042046,3.7430199430199433,1.0,66.0,26.5,32.914950000000005,40.0,1.0,1,IND803213AAA__IND803212AAB,4,0.0033483731092155,monitor
IND793150AAA,IND781018AAB,5,2.0,2.382386363636364,3.5875,0.8,54.0,32.0,45.955,25.0,1.0,1,IND793150AAA__IND781018AAB,4,0.0033483731092155,monitor
IND793001AAA,IND793150AAA,4,2.332894736842105,2.3106781376518217,2.455,1.0,50.5,23.0,32.4709,27.5,1.0,1,IND793001AAA__IND793150AAA,4,0.0033483731092155,monitor
IND793001AAA,IND781018AAB,5,2.6666666666666665,2.580562564246332,3.47869918699187,0.8,72.0,30.0,43.5222,45.0,1.0,1,IND793001AAA__IND781018AAB,4,0.0033483731092155,monitor
IND201007AAA,IND201001AAA,4,1.4455128205128205,1.4622668997668995,1.684090909090909,1.0,18.0,12.5,10.4857,5.5,0.0,1,IND201007AAA__IND201001AAA,4,0.0033483731092155,monitor
IND201001AAC,IND110037AAM,8,1.3083333333333331,1.4304065452091768,2.058173076923077,0.5,17.5,14.0,12.7448,4.0,0.0,1,IND201001AAC__IND110037AAM,4,0.0033483731092155,monitor
IND384205AAA,IND384170AAA,7,1.2857142857142858,1.525235346663918,2.1272727272727274,0.5714285714285714,32.0,28.0,28.2377,4.0,1.0,1,IND384205AAA__IND384170AAA,4,0.0033483731092155,monitor
IND811201AAB,IND813213AAA,4,1.903846153846154,2.144230769230769,2.7769230769230773,1.0,49.5,26.0,35.82315,23.5,1.0,1,IND811201AAB__IND813213AAA,4,0.0033483731092155,monitor
IND811201AAB,IND811213AAA,4,2.238095238095238,2.046130952380953,2.333333333333333,1.0,28.5,13.0,17.0921,16.0,1.0,1,IND811201AAB__IND811213AAA,4,0.0033483731092155,monitor
IND584101AAA,IND518002AAA,4,2.186379928315412,2.614929094592489,4.1231884057971016,1.0,49.0,27.0,30.69355,24.5,1.0,1,IND584101AAA__IND518002AAA,4,0.0033483731092155,monitor
IND152026AAA,IND152024AAA,4,2.2,2.2875,2.88,1.0,21.0,10.0,15.3397,11.0,1.0,1,IND152026AAA__IND152024AAA,4,0.0033483731092155,monitor
IND464221AAA,IND470004AAA,5,2.411764705882353,4.274177170868347,9.023529411764706,0.8,48.0,17.0,24.966900000000003,24.0,1.0,1,IND464221AAA__IND470004AAA,4,0.0033483731092155,monitor
IND247667AAB,IND249407AAA,4,2.4642857142857144,2.305555555555556,2.9857142857142858,1.0,46.5,18.5,15.4829,29.0,1.0,1,IND247667AAB__IND249407AAA,4,0.0033483731092155,monitor
IND125005AAA,IND335523AAB,5,2.0,1.9180176909152191,2.7541478129713424,0.8,62.0,38.0,43.3604,24.0,1.0,1,IND125005AAA__IND335523AAB,4,0.0033483731092155,monitor
IND125001AAA,IND335501AAA,4,2.136363636363636,2.1784506969003536,3.156578947368421,1.0,54.5,25.0,26.98795,30.0,1.0,1,IND125001AAA__IND335501AAA,4,0.0033483731092155,monitor
IND470113AAA,IND470227AAB,5,1.441860465116279,1.3419754185366937,1.7054945054945054,0.8,28.0,21.0,22.9462,9.0,1.0,1,IND470113AAA__IND470227AAB,4,0.0033483731092155,monitor
IND501301AAC,IND500039AAC,4,2.15,2.725,4.26,1.0,13.5,6.0,7.35695,7.5,0.0,1,IND501301AAC__IND500039AAC,4,0.0033483731092155,route_type_shift
IND503111AAC,IND505001AAB,4,1.3181818181818183,1.3946464646464647,1.6267272727272728,1.0,29.0,22.0,24.85975,7.0,1.0,1,IND503111AAC__IND505001AAB,4,0.0033483731092155,monitor
IND370615AAB,IND370001AAA,4,4.122159090909091,5.480951340326341,9.87772435897436,1.0,171.5,31.5,34.53415,135.5,1.0,1,IND370615AAB__IND370001AAA,4,0.0033483731092155,facility_upgrade
IND370110AAA,IND370615AAB,4,1.9285714285714288,2.033265647396082,2.6192307692307693,1.0,32.0,19.5,23.91485,12.5,1.0,1,IND370110AAA__IND370615AAB,4,0.0033483731092155,monitor
IND000000AFT,IND410206AAA,5,2.333333333333333,3.168484848484849,5.636363636363637,0.8,21.0,10.0,9.9465,12.0,0.0,1,IND000000AFT__IND410206AAA,4,0.0033483731092155,route_type_shift
IND384205AAA,IND382430AAB,4,1.8574660633484164,1.884685412626589,2.4196078431372547,1.0,38.5,20.5,24.3817,17.0,1.0,1,IND384205AAA__IND382430AAB,4,0.0033483731092155,monitor
IND560099AAB,IND560077AAA,4,2.459401709401709,2.9968379514750483,4.195833333333334,1.0,43.0,15.5,14.4332,30.0,0.0,1,IND560099AAB__IND560077AAA,4,0.0033483731092155,route_type_shift
IND321408AAB,IND301001AAB,4,1.9761904761904765,2.6786920849420848,4.55926640926641,1.0,41.5,22.5,25.1118,20.5,1.0,1,IND321408AAB__IND301001AAB,4,0.0033483731092155,monitor
IND364270AAA,IND364001AAA,4,1.927807486631016,1.9237251718869368,2.1772727272727272,1.0,35.0,19.5,24.7915,16.0,1.0,1,IND364270AAA__IND364001AAA,4,0.0033483731092155,monitor
IND826004AAA,IND828111AAA,4,2.4444444444444446,2.3472222222222223,2.8666666666666667,1.0,13.5,5.5,6.5366,8.0,0.0,1,IND826004AAA__IND828111AAA,4,0.0033483731092155,route_type_shift
IND560300AAA,IND560048AAB,12,1.1435897435897435,1.1452141608391608,1.4884615384615385,0.3333333333333333,15.0,13.0,12.33145,2.0,0.0,0,IND560300AAA__IND560048AAB,4,0.0033483731092155,monitor
IND560300AAA,IND000000ACS,4,1.9861111111111112,2.01729797979798,2.3212121212121213,1.0,26.0,13.0,12.18995,13.0,0.0,1,IND560300AAA__IND000000ACS,4,0.0033483731092155,route_type_shift
IND477001AAA,IND474003AAA,4,3.750980392156863,5.1912796697626415,8.98,1.0,49.0,16.0,23.45055,31.0,1.0,1,IND477001AAA__IND474003AAA,4,0.0033483731092155,facility_upgrade
IND474003AAA,IND475661AAB,4,1.943421052631579,2.335599415204678,3.483888888888889,1.0,38.0,19.5,26.8092,18.5,1.0,1,IND474003AAA__IND475661AAB,4,0.0033483731092155,monitor
IND700144AAA,IND743395AAA,4,3.0476190476190474,3.036309523809524,3.0985714285714288,1.0,61.0,20.0,22.00885,41.0,1.0,1,IND700144AAA__IND743395AAA,4,0.0033483731092155,facility_upgrade
IND244901AAB,IND243503AAB,4,3.6375,4.995220588235294,9.32,1.0,42.0,16.5,24.4024,29.0,1.0,1,IND244901AAB__IND243503AAB,4,0.0033483731092155,facility_upgrade
IND244901AAB,IND243201AAA,4,1.9742547425474253,2.43802022841657,3.7512195121951226,1.0,39.0,11.5,11.08685,27.5,0.0,1,IND244901AAB__IND243201AAA,4,0.0033483731092155,route_type_shift
IND679322AAA,IND673639AAA,4,1.87987012987013,1.870856117566644,2.2392857142857143,1.0,22.5,12.5,12.24585,7.5,0.0,1,IND679322AAA__IND673639AAA,4,0.0033483731092155,route_type_shift
IND673632AAA,IND673305AAA,14,1.1,1.329199372056515,1.5,0.2857142857142857,10.0,10.0,9.62425,1.0,0.0,0,IND673632AAA__IND673305AAA,4,0.0033483731092155,monitor
IND184104AAA,IND184121AAA,6,1.2857142857142856,1.4376984126984127,2.003571428571429,0.6666666666666666,25.0,20.5,22.48505,5.5,1.0,1,IND184104AAA__IND184121AAA,4,0.0033483731092155,monitor
IND176215AAA,IND176061AAA,4,1.889855072463768,1.809510869565217,1.9739130434782608,1.0,77.0,45.5,32.84295,30.5,1.0,1,IND176215AAA__IND176061AAA,4,0.0033483731092155,monitor
IND174307AAA,IND176041AAA,17,1.0769230769230769,1.170719579998044,1.505128205128205,0.2941176470588235,57.0,54.0,35.9815,4.0,1.0,0,IND174307AAA__IND176041AAA,4,0.0033483731092155,monitor
IND560300AAB,IND563125AAB,6,1.3333333333333333,1.2535714285714286,1.5523809523809524,0.6666666666666666,11.5,9.0,10.03315,3.0,0.0,1,IND560300AAB__IND563125AAB,4,0.0033483731092155,monitor
IND572201AAB,IND577101AAA,4,1.8706563706563708,2.175303122671544,3.1133712660028454,1.0,48.5,20.0,27.66635,23.0,1.0,1,IND572201AAB__IND577101AAA,4,0.0033483731092155,monitor
IND572201AAB,IND573201AAB,6,1.7758333333333334,3.7396168203776896,8.333333333333332,0.6666666666666666,29.5,22.5,24.57595,19.0,1.0,1,IND572201AAB__IND573201AAB,4,0.0033483731092155,monitor
IND572201AAB,IND573103AAA,4,1.7105263157894737,1.9333881578947367,2.7,1.0,24.0,17.0,24.24765,6.5,1.0,1,IND572201AAB__IND573103AAA,4,0.0033483731092155,monitor
IND360311AAA,IND360050AAA,5,1.4545454545454546,1.5050505050505052,1.8666666666666667,0.8,11.0,9.0,10.1896,4.0,0.0,1,IND360311AAA__IND360050AAA,4,0.0033483731092155,monitor
IND345001AAA,IND342301AAA,7,1.2352941176470589,1.7117345336303855,2.906521739130435,0.5714285714285714,21.0,17.0,24.1479,4.0,1.0,1,IND345001AAA__IND342301AAA,4,0.0033483731092155,monitor
IND344001AAA,IND345001AAA,42,0.7459677419354839,0.9781651282596447,1.3142857142857138,0.119047619047619,22.5,30.5,24.85915,-8.0,1.0,0,IND344001AAA__IND345001AAA,4,0.0033483731092155,monitor
IND841226AAB,IND841428AAA,4,3.2279411764705883,3.8639705882352944,6.025,1.0,28.5,10.5,15.6228,16.5,0.5,1,IND841226AAB__IND841428AAA,4,0.0033483731092155,facility_upgrade
IND484001AAA,IND484224AAA,5,1.2666666666666666,1.3196937113066145,1.8272727272727272,0.8,22.0,30.0,29.6111,8.0,1.0,1,IND484001AAA__IND484224AAA,4,0.0033483731092155,monitor
IND482002AAA,IND842003AAB,4,12.8125,11.334821428571429,16.3,1.0,109.0,7.5,10.13455,100.5,0.0,1,IND482002AAA__IND842003AAB,4,0.0033483731092155,facility_upgrade
IND686540AAA,IND686028AAB,4,1.9204545454545447,1.928084415584416,2.237272727272728,1.0,18.5,9.0,9.9175,9.0,0.0,1,IND686540AAA__IND686028AAB,4,0.0033483731092155,route_type_shift
IND500039AAB,IND501301AAC,4,3.0,3.0,4.35,1.0,9.0,4.0,6.458,6.5,0.0,1,IND500039AAB__IND501301AAC,4,0.0033483731092155,route_type_shift
IND500018AAA,IND500080AAB,4,3.041666666666667,3.7770833333333336,5.612500000000001,1.0,51.5,16.0,14.5286,34.5,0.0,1,IND500018AAA__IND500080AAB,4,0.0033483731092155,facility_upgrade
IND244921AAB,IND262001AAA,7,1.2222222222222223,1.6477823763538049,3.112087912087913,0.5714285714285714,16.0,13.0,12.4862,4.0,0.0,1,IND244921AAB__IND262001AAA,4,0.0033483731092155,monitor
IND843109AAB,IND842001AAA,4,2.333333333333333,3.8854166666666665,7.100000000000001,1.0,12.0,5.0,7.42415,7.5,0.0,1,IND843109AAB__IND842001AAA,4,0.0033483731092155,route_type_shift
IND335513AAA,IND335804AAD,6,1.275,1.538425925925926,2.2847222222222223,0.6666666666666666,11.5,8.5,9.35465,2.5,0.0,1,IND335513AAA__IND335804AAD,4,0.0033483731092155,monitor
IND335523AAB,IND125001AAA,5,1.5588235294117647,2.3344217107132708,4.052753623188406,0.8,53.0,34.0,33.0984,19.0,1.0,1,IND335523AAB__IND125001AAA,4,0.0033483731092155,monitor
IND854335AAA,IND854326AAB,4,2.5535714285714284,2.449988328664799,3.134126984126984,1.0,45.0,22.5,28.124250000000004,26.5,1.0,1,IND854335AAA__IND854326AAB,4,0.0033483731092155,monitor
IND852118A1B,IND854326AAB,3,1.7777777777777777,2.280092592592593,3.055555555555556,1.0,48.0,24.0,26.9071,21.0,1.0,1,IND852118A1B__IND854326AAB,3,0.0025112798319116,monitor
IND843126AAA,IND843109AAB,6,1.4666666666666668,4.75,11.833333333333334,0.5,19.0,11.0,13.35475,6.0,0.0,1,IND843126AAA__IND843109AAB,3,0.0025112798319116,monitor
IND000000ACB,IND301705AAA,3,4.0,3.705882352941176,4.894117647058823,1.0,87.0,17.0,22.5439,66.0,1.0,1,IND000000ACB__IND301705AAA,3,0.0025112798319116,facility_upgrade
IND341001AAC,IND341030AAA,4,1.4388586956521738,2.098191889632107,3.538795986622074,0.75,31.0,19.5,21.5249,9.0,1.0,1,IND341001AAC__IND341030AAA,3,0.0025112798319116,monitor
IND854334AAA,IND854335AAA,4,1.358974358974359,1.4294871794871795,1.815384615384616,0.75,20.0,14.0,17.5118,6.0,1.0,1,IND854334AAA__IND854335AAA,3,0.0025112798319116,monitor
IND784168AAB,IND791111AAC,3,3.1739130434782608,3.1313043478260867,3.610782608695653,1.0,73.0,23.0,32.6356,50.0,1.0,1,IND784168AAB__IND791111AAC,3,0.0025112798319116,facility_upgrade
IND695012AAB,IND695012AAA,3,3.3,3.636796536796537,4.202857142857143,1.0,62.0,14.0,13.8356,46.0,0.0,1,IND695012AAB__IND695012AAA,3,0.0025112798319116,facility_upgrade
IND695101AAB,IND695012AAA,3,3.1052631578947367,5.7136591478696745,10.563909774436093,1.0,59.0,19.0,19.7691,40.0,0.0,1,IND695101AAB__IND695012AAA,3,0.0025112798319116,facility_upgrade
IND486001AAA,IND486771AAA,4,1.8400735294117647,2.0203518907563023,2.9411764705882355,0.75,69.5,31.0,29.33575,33.0,1.0,1,IND486001AAA__IND486771AAA,3,0.0025112798319116,monitor
IND491001AAA,IND494334AAB,5,1.24,1.36533682983683,1.6151515151515152,0.6,31.0,24.0,25.2345,7.0,1.0,1,IND491001AAA__IND494334AAB,3,0.0025112798319116,monitor
IND495004AAA,IND495671AAA,3,3.111111111111111,6.587761674718197,12.622222222222224,1.0,38.0,18.0,26.0982,15.0,1.0,1,IND495004AAA__IND495671AAA,3,0.0025112798319116,facility_upgrade
IND500039AAC,IND500035AAA,3,2.5,2.823076923076924,3.515384615384616,1.0,22.0,10.0,10.8447,12.0,0.0,1,IND500039AAC__IND500035AAA,3,0.0025112798319116,route_type_shift
IND125033AAA,IND125001AAA,3,2.0,1.9948400412796696,2.2823529411764705,1.0,34.0,17.0,21.2745,17.0,1.0,1,IND125033AAA__IND125001AAA,3,0.0025112798319116,monitor
IND125050AAA,IND125051AAA,3,1.6363636363636365,1.7518037518037517,1.9272727272727272,1.0,34.0,21.0,22.7205,13.0,1.0,1,IND125050AAA__IND125051AAA,3,0.0025112798319116,monitor
IND401209AAB,IND421302AAG,3,2.4,2.6416666666666666,2.98,1.0,25.0,10.0,11.3658,17.0,0.0,1,IND401209AAB__IND421302AAG,3,0.0025112798319116,route_type_shift
IND400072AAA,IND421302AAG,3,2.6666666666666665,3.960317460317461,5.904761904761905,1.0,20.0,7.0,10.2015,12.0,0.0,1,IND400072AAA__IND421302AAG,3,0.0025112798319116,route_type_shift
IND302014AAA,IND332404AAA,4,1.5416666666666663,2.150090299277606,3.613235294117648,0.75,28.0,18.0,26.18275,8.5,1.0,1,IND302014AAA__IND332404AAA,3,0.0025112798319116,monitor
IND147101AAA,IND160002AAC,3,1.8695652173913044,6.337834870443566,12.955731225296445,1.0,43.0,22.0,29.5529,20.0,1.0,1,IND147101AAA__IND160002AAC,3,0.0025112798319116,monitor
IND148023AAA,IND148001AAA,4,1.3095238095238095,1.2996482683982684,1.4181818181818182,0.75,18.5,14.5,16.597550000000002,4.5,1.0,1,IND148023AAA__IND148001AAA,3,0.0025112798319116,monitor
IND700026AAC,IND700065AAA,3,2.0,1.7368421052631575,2.0,1.0,23.0,19.0,13.6097,4.0,0.0,1,IND700026AAC__IND700065AAA,3,0.0025112798319116,route_type_shift
IND700065AAA,IND700026AAC,3,2.0625,2.12609649122807,2.2651315789473685,1.0,33.0,16.0,10.7687,17.0,0.0,1,IND700065AAA__IND700026AAC,3,0.0025112798319116,route_type_shift
IND243301AAB,IND244901AAC,6,1.2523809523809524,1.3077730513214385,1.5307692307692309,0.5,38.5,30.5,26.3659,6.0,1.0,1,IND243301AAB__IND244901AAC,3,0.0025112798319116,monitor
IND244412AAA,IND244901AAB,8,1.18489110707804,1.216996201668041,1.611038961038961,0.375,49.5,40.0,29.5161,10.0,1.0,0,IND244412AAA__IND244901AAB,3,0.0025112798319116,monitor
IND673592AAA,IND670645AAB,3,2.5,2.940285204991087,4.029411764705882,1.0,35.0,14.0,14.2563,21.0,0.0,1,IND673592AAA__IND670645AAB,3,0.0025112798319116,route_type_shift
IND673632AAA,IND676306AAA,8,1.0714285714285714,1.1254644660894662,1.3670454545454545,0.375,11.0,10.5,10.75645,0.5,0.0,0,IND673632AAA__IND676306AAA,3,0.0025112798319116,monitor
IND244901AAC,IND244921AAB,3,1.5,1.5555555555555556,1.6333333333333333,1.0,15.0,10.0,9.5691,5.0,0.0,1,IND244901AAC__IND244921AAB,3,0.0025112798319116,monitor
IND244921AAB,IND243201AAA,6,1.228885135135135,1.4453922672672672,2.3208333333333333,0.5,31.5,16.0,11.29735,6.5,0.0,1,IND244921AAB__IND243201AAA,3,0.0025112798319116,monitor
IND700136AAB,IND712311AAA,3,4.428571428571429,5.128151260504201,6.685714285714286,1.0,62.0,14.0,12.9074,46.0,0.0,1,IND700136AAB__IND712311AAA,3,0.0025112798319116,facility_upgrade
